layer,expert,panel_group,selection_supervised_routing_mass,selection_supervised_selected_rate,global_target_grad_bf16,global_control_grad_bf16,global_grad_specific_bf16,precise_target_grad_l2,precise_control_grad_l2,precise_grad_dot,precise_grad_cosine,precise_grad_specific,precise_grad_ratio
28,149,sentinel,0.03624378551136364,0.16363636363636364,3.334465265274048,2.55556869506836,1.4177887439727783,3.3851063904038567,2.3688720148311404,1.941779911518097,0.242150897936565,1.6084523792805014,1.4289950530078457
31,132,sentinel,0.029802911931818183,0.15151515151515152,3.253180980682373,2.497144222259521,1.380322813987732,3.220586160417821,2.389357461428403,2.1221354007720947,0.2757763633746516,1.428568064346519,1.3478879625199094
35,132,sentinel,0.13704796993371213,0.7636363636363637,2.036064863204956,0.0023946431465446,2.0342688808450475,1.9527697736046403,0.0019966408568479,1.1861318171213496e-05,0.0030421593424047,1.9512722929620043,978.0275535929014
34,113,sentinel,0.027391098484848483,0.17575757575757575,2.2994251251220703,0.5276944637298584,1.9036542773246763,2.202579133065961,0.4435394610366104,0.0890461765229702,0.0911489125184421,1.869924537288504,4.965914707821659
37,155,sentinel,0.02676373106060606,0.15151515151515152,2.533418655395508,0.9859856367111206,1.7939294278621674,2.43977418593325,0.916278825699371,0.1795251294970512,0.080305994768089,1.7525650666587218,2.66269842486906
28,210,sentinel,0.16243341619318183,0.7636363636363637,1.7151312828063965,0.008837035857141,1.7085035059135407,1.5404515460874453,0.0073543863589173,2.408499994999147e-05,0.0021259456902106,1.5349357563182573,209.46024191537816
26,224,sentinel,0.13230794270833332,0.7454545454545455,1.6581168174743652,0.0278303567320108,1.637244049925357,1.5091117834724035,0.0440732141055004,9.427509939996526e-05,0.0014174275363848,1.4760568728932784,34.24101949600769
8,255,sentinel,0.2052527225378788,0.8363636363636363,0.8840956091880798,0.0409110412001609,0.8534123282879591,0.7832139887258456,0.0342602151578147,1.506889020674862e-05,0.0005615788547879,0.7575188273574845,22.86074343360727
18,119,sentinel,0.17119140625,0.6757575757575758,1.4697223901748655,0.2803399264812469,1.2594674453139303,1.4722440228657483,0.233626916214946,0.0003859570715576,0.0011221123086071,1.2970238357045387,6.301688378683747
15,74,sentinel,0.16532907196969698,0.7727272727272727,1.4055392742156982,0.1330668330192566,1.3057391494512558,1.5154676847319433,0.1109034276070019,-0.0002454375899105,-0.0014603246930355,1.4322901140266917,13.664750652148452
33,235,sentinel,0.15970052083333333,0.806060606060606,1.3460114002227783,0.0179516933858394,1.3325476301833987,1.205768579068205,0.0149655255728941,2.383777427894529e-05,0.0013210211389651,1.1945444348885343,80.56974498587236
5,119,sentinel,0.03574958570075758,0.11515151515151516,0.3530424833297729,0.0093004535883665,0.346067143138498,0.294244056794374,0.0077969017720103,-2.8709738217003174e-05,-0.0125140956463532,0.2883963804653663,37.73858711583698
27,146,sentinel,0.039150538589015155,0.23030303030303031,2.493415355682373,2.1572141647338867,0.875504732131958,2.549590926924027,2.098322018579464,1.2545027136802671,0.2344925029276519,0.9758494129894292,1.21506179906974
27,86,sentinel,0.03854166666666667,0.2636363636363636,1.6700299978256226,0.192674234509468,1.5255243219435215,1.6805804784317395,0.1605823796638354,-0.0099798216251656,-0.0369798866016992,1.560143693683863,10.465534773736794
14,149,sentinel,0.0018391927083333333,0.01818181818181818,0.8154451847076416,0.7162508964538574,0.2782570123672485,0.8436926539677865,0.6868263325271563,0.1062218807637691,0.1833085751337579,0.3285729045724193,1.2283929925374542
6,0,sentinel,0.0636422821969697,0.4303030303030303,0.3859955966472626,0.2673140466213226,0.1855100616812706,0.4457037863028565,0.2237185684429294,0.0024047654005698,0.0241170597633506,0.2779148599706594,1.9922520933463024
5,66,sentinel,0.0,0.0,0.0375718288123607,0.016251528635621,0.0253831823356449,0.0315548917067706,0.0139517349229578,1.078883201444114e-05,0.024506400159592,0.0210910905145522,2.261718121707192
3,220,sentinel,0.00020862926136363635,0.0030303030303030303,0.0180353354662656,0.0122360084205865,0.0088583291508257,0.026328901800665,0.0123554858607988,5.0328977522440255e-05,0.1547125465592795,0.0170622874050659,2.1309483168176917
36,229,sentinel,0.017194898200757577,0.05757575757575758,0.5733036994934082,0.3366619944572449,0.3208072036504745,0.5952702434691162,0.3516825788786467,0.1140141803771257,0.5446203195712962,0.3315083093101311,1.692635004456193
36,95,sentinel,0.001025390625,0.012121212121212121,0.0100449733436107,0.9963055849075316,-0.737184215337038,0.0083403645000118,1.233156036937621,4.248421646479983e-06,0.0004130708502023,-0.916526663203204,0.0067634299716986
33,1,sentinel,0.0,0.0,0.0177332479506731,1.432778239250183,-1.0568504314869642,0.014758185693057,1.1949630176535686,4.812820816368912e-05,0.0027290548080799,-0.8814640775471193,0.0123503283993038
