layer,expert,target_delta_nll,control_delta_nll,causal_specificity,target_relative_delta,control_relative_delta,causal_relative_specificity,renorm_target_delta_nll,renorm_control_delta_nll,renorm_causal_specificity,renorm_target_relative_delta,renorm_control_relative_delta,renorm_causal_relative_specificity,ci_2.5,ci_97.5,p_positive
24,153,0.06764427572488785,0.0672466903924942,0.017209257930517197,0.07454478476727668,0.025463788232056778,0.05544694359323409,0.03473179042339325,0.09363622963428497,-0.03549538180232048,0.03827484016864759,0.035456512556070734,0.011682455751594545,-0.02916329365968704,0.059769450873136516,0.7784
28,149,-0.011921660974621773,0.025710618123412132,-0.031204624567180872,-0.013137810138377313,0.009735642473832755,-0.020439541993751878,0.002543011913076043,0.032905302941799164,-0.02213596529327333,0.0028024289371041,0.012459998565448674,-0.006542569986982405,-0.06753671096265315,0.0012796070165931994,0.0296
23,28,-0.06106826290488243,0.01976984180510044,-0.07589564425870776,-0.06729794155636182,0.007486094292047566,-0.0729125122753975,-0.05218004062771797,0.02909861132502556,-0.07400399912148714,-0.05750301642020335,0.011018547861651833,-0.06576692731644222,-0.12436730411276223,-0.041860572837293185,0.0
28,138,-0.04041767120361328,-0.00861128605902195,-0.04041767120361328,-0.044540747437693165,-0.003260769613088236,-0.044540747437693165,-0.04923151433467865,-0.019704466685652733,-0.04923151433467865,-0.05425370588298661,-0.007461339197223633,-0.05425370588298661,-0.06088236064091325,-0.021623883768916167,0.0
18,43,-0.04751104861497879,-0.06546049565076828,-0.04751104861497879,-0.052357732492775304,-0.0247874235756097,-0.052357732492775304,-0.0476234145462513,-0.04734399914741516,-0.0476234145462513,-0.05248156106617818,-0.01792738886199544,-0.05248156106617818,-0.08411469828337431,-0.011810664333403123,0.0058
26,134,-0.023510856553912163,-0.04047291725873947,-0.023510856553912163,-0.025909239513978166,-0.015325569008599544,-0.025909239513978166,-0.006986868567764759,-0.07564519345760345,-0.006986868567764759,-0.007699611060949653,-0.028643984941634795,-0.007699611060949653,-0.04684730859473348,-0.0046406369805336006,0.008
29,250,-0.0006792050553485751,0.040750786662101746,-0.031242295051924884,-0.0007484919325579742,0.015430787683334125,-0.012321582695058567,-0.009257330559194088,0.027185142040252686,-0.029646187089383602,-0.010201686789600118,0.010293989130633006,-0.017922178637574872,-0.06253667088598013,-6.675517559053642e-05,0.0248
28,128,0.0015562745975330472,-0.005664725322276354,0.0015562745975330472,0.001715032848953953,-0.0021450180693995125,0.001715032848953953,0.0004083621606696397,0.0002770626451820135,0.00020056517678312957,0.0004500198878324056,0.00010491318580513719,0.00037133499847855273,-0.005359071835875511,0.007204235747456547,0.6344
21,36,0.02208276279270649,0.0746472030878067,-0.03390263952314854,0.024335463449178057,0.028266083586403597,0.0031359007593753582,0.03511669859290123,0.08548343926668167,-0.028995880857110023,0.03869901348329485,0.03236935798817583,0.014421994992162984,-0.07410575922578573,0.0034908921346068346,0.0378
29,10,0.04873976111412048,0.0019630349706858397,0.047267484886106104,0.053711788069656596,0.0007433273889601751,0.053154292527936464,0.05397641286253929,-0.00283812521956861,0.05397641286253929,0.05948263967984597,-0.0010746910984814973,0.05948263967984597,0.014012117207050324,0.08194389564171432,0.998
