layer,expert,panel_group,global_target_grad_bf16,global_control_grad_bf16,global_grad_specific_bf16,global_grad_ratio_bf16,scan_peak_gpu_gib,selection_supervised_positions,selection_supervised_selected_hits,selection_supervised_selected_rate,selection_supervised_routing_mass,routing_rank,global_target_grad_rank,global_grad_specific_rank
31,73,sentinel,1.1245934963226318,0.3676389455795288,0.8488642871379852,3.0589618152310183,65.5235161781311,1561,1503,0.9628443305573351,0.2488473309377002,6,27,14
31,38,sentinel,1.4362932443618774,4.884760856628418,-2.227277398109436,0.2940355293775729,65.5235161781311,1561,109,0.06982703395259449,0.012070650324311339,629,9,9965
24,206,sentinel,1.0681456327438354,3.871537923812866,-1.8355078101158144,0.2758969829983226,65.38150215148926,1561,61,0.039077514413837285,0.0051233559216848175,1887,31,9948
39,95,sentinel,0.4482736885547638,2.4160356521606445,-1.3637530505657196,0.1855410072917136,65.68365335464478,1561,50,0.032030749519538756,0.00359000890855221,2628,132,9909
16,17,sentinel,0.923713445663452,3.100907564163208,-1.401967227458954,0.297884869687311,65.22136497497559,1561,60,0.03843689942344651,0.00498275219210442,1939,47,9918
39,86,sentinel,0.4829519689083099,0.0338086523115634,0.4575954796746373,14.284863071245292,65.68365335464478,1561,399,0.2556053811659193,0.03589915068465727,128,121,28
24,168,sentinel,0.6550955772399902,1.663591742515564,-0.5925982296466827,0.393783859643958,65.38150215148926,1561,112,0.07174887892376682,0.00850848064141576,1056,85,9651
39,100,sentinel,0.2599165439605713,0.0,0.2599165439605713,259916543960.5713,65.68365335464478,1561,276,0.17680973734785393,0.029015667540839205,167,259,51
36,229,sentinel,0.1677304655313491,0.6943327188491821,-0.3530190736055374,0.2415707354380642,65.62170791625977,1561,84,0.053811659192825115,0.013573968509769378,534,440,9335
36,95,sentinel,0.0006797552923671,3.704941987991333,-2.778026735701133,0.0001834725873091,65.62170791625977,1561,11,0.007046764894298526,0.0006512502001921845,5663,8267,9976
25,168,sentinel,1.2862346172332764,6.700655937194824,-3.739257335662842,0.1919565232551779,65.40215063095093,1561,52,0.033311979500320305,0.007317024343369635,1271,14,9983
33,1,sentinel,0.0101645598188042,2.6901326179504395,-2.0074349036440253,0.0037784604933509,65.5622878074646,1561,12,0.007687379884689302,0.0004219675888853299,6116,5010,9957
