layer,expert,target_delta_nll,control_delta_nll,causal_specificity
31,194,0.0011417370988056064,0.0044256881810724735,-0.0021775290369987488
31,197,-0.00016111195145640522,-0.006118169520050287,-0.00016111195145640522
31,198,-0.0005035406211391091,-0.0014118230901658535,-0.0005035406211391091
39,6,-5.2452087118126656e-08,-4.76837147544984e-09,-5.2452087118126656e-08
39,54,0.0055823237635195255,0.0,0.0055823237635195255
39,57,0.0,0.0,0.0
39,61,0.0024382448755204678,0.0017501979600638151,0.0011255964054726064
39,67,0.0,0.00027748107095248997,-0.00020811080321436748
39,86,0.009847020730376244,0.0005528211477212608,0.009432404869585298
39,95,0.011877482756972313,-0.03597293794155121,0.011877482756972313
39,100,0.007986527867615223,0.000554366095457226,0.007570753296022303
39,113,0.0007984202820807695,0.0,0.0007984202820807695
39,129,0.00036605895729735494,-0.0006647229311056435,0.00036605895729735494
39,151,0.00013224720896687359,-4.3196676415391266e-05,0.00013224720896687359
39,154,0.0,-1.907348590179936e-08,0.0
39,171,0.0035156237427145243,2.519249937904533e-05,0.0034967293681802403
39,182,0.0,0.0,0.0
39,185,-0.00014540254778694361,-4.982948098586348e-07,-0.00014540254778694361
39,189,-9.047090861713514e-05,-0.000460367213236168,-9.047090861713514e-05
39,212,6.160735938465223e-05,0.0013321370352059603,-0.000937495417019818
39,235,3.3974647095647015e-08,1.174211519128221e-07,-5.409121683896956e-08
39,240,-2.8610228852699038e-08,0.004208098631352186,-0.0031561025837429924
39,245,0.0,0.0006362056592479348,-0.0004771542444359511
39,251,5.602836594675864e-08,4.969835117663024e-06,-3.6713479723005094e-06
